index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Isenhart's Lightbrand 17	13	Isenhart's Armory 17	bsd	Broad Sword	7	11	8	lgld	lgld						5	2500	2	oskill	77	3	3	thorns		2	2	crush		10	10	dmg-cold	125	455	455	light		8	8	mana		20	20	skilltab	10	2	2	regen-stam		25	25	res-all		8	8	oskill	70	3	3	regen		10	10	res-ltng-max		10	10	manasteal		5	5	skilltab	10	2	2	ltng-min		1	1	swing2		30	30	ltng-max		13	13	move3		30	30						0
Isenhart's Parry 17	14	Isenhart's Armory 17	gts	Gothic Shield	7	11	8	lgld	lgld						5	2500	2	skilltab	2	2	2	vit		24	24	res-fire	0	50	50	att		100	100	stupidity		1	1	ltng-min		1	1	ltng-max		40	40	enr		10	10	thorns		47	47	dmg-min		10	10	gold%		75	75	allskills		1	1	oskill	Raven	8	8	res-fire		70	70	balance3		60	60	thorns	0	12	12	ac		150	150	fade		1	1	res-fire		20	20		0
Isenhart's Case 17	15	Isenhart's Armory 17	brs	Breast Plate	7	11	8	lgld	lgld						5	2500	2	dmg-ac		-50	-50	bloody		5	5	str		30	30	swing2		30	30	enr		35	35	att	0	150	150	dmg-max		1	1	ltng-min		1	1	ltng-max		8	8	mag%		25	25	oskill	142	4	4	swing2		35	35	slow		50	50	balance2		40	40	dmg%		280	280	res-pois		30	30	dex		10	10	dmg-min		10	10						0
Isenhart's Horns 17	16	Isenhart's Armory 17	fhl	Full Helm	7	11	8	lgld	lgld						5	2500	2	gold%		100	100	nofreeze		1	1	dru		2	2	lifesteal		10	10	noheal		1	1	mag%		25	25													dmg%		250	250	res-fire		20	20	ease		-20	-20	stupidity		1	1	fire-min		7	7	dmg-ltng		237	237	fire-max		19	19	res-cold		60	60	swing2		20	20	enr		10	10		0
Vidala's Barb 17	17	Vidala's Rig 17	lbb	Long Battle Bow	7	19	14	blac	blac						5	2500	2	ac%		20	20	res-all		35	35	dmg-norm		50	50	regen		10	10	heal-kill		13	13	crush		40	40	ltng-min		1	1	ltng-max		71	71	oskill	Enchant	23	23	ac%		85	85	ease		-40	-40	ama		2	2	nec	0	2	2	hit-skill	42	20	10	oskill	71	5	5	res-all	0	8	8					hp		50	50						0
Vidala's Fetlock 17	18	Vidala's Rig 17	tbt	Light Plated Boots	7	19	14	blac	blac						5	2500	2	ac		40	40	dex		12	12	gethit-skill	Mind Blast	6	14	dmg%		320	320	cast3		20	20	res-pois	0	12	12	ac%		80	80	oskill	84	3	3					ac		20	20	res-fire		50	50	slow		25	25	ac-miss		100	100	regen-mana		20	20	ac		775	775	str		20	20	res-pois	0	50	50	skilltab	10	2	2						0
Vidala's Ambush 17	19	Vidala's Rig 17	lea	Leather Armor	7	19	14	blac	blac						5	2500	2	mana		20	20	cold-min		2	2	cold-max		5	5	cold-len		25	25	balance2		20	20	openwounds		25	25	dmg-ltng		240	240	res-fire		20	20	bloody		5	5	mana		25	25	move2		20	20	block		25	25	dmg-norm		30	30	fire-min		1	1	dmg%		200	200	fire-max		2	2	mag%	0	15	15	red-dmg%		25	25	skilltab	1	1	1		0
Vidala's Snare 17	20	Vidala's Rig 17	amu	Amulet	7	19	14	blac	blac						5	2500	2	att		28	28	dmg-norm		25	25	res-all		100	100	att-undead		350	350	oskill	72	6	6	res-ltng		31	31	dmg-min		1	1	dex		15	15	dmg-pois	125	52	52	dmg%		200	200	balance2		10	10	dmg-fire		180	180	stam		40	40	att		330	330	extra-cold		5	5	cast3		20	20	regen		12	12	dmg-undead		350	350	res-cold		25	25		0
Milabrega's Orb 17	21	Milabrega's Regalia 17	kit	Kite Shield	7	23	17	dblu	dblu						5	2500	2	hit-skill	Frozen Orb	15	13	gold%	0	75	75	fire-min		1	1	fire-max		3	3	pierce-pois		5	5	cold-min		2	2	cold-max		4	4	cold-len		25	25	res-all-max		15	15	res-pois		50	50	freeze		4	4	dmg%		220	220	aura	Resist Fire	8	8	openwounds		50	50	crush		25	25	red-dmg		7	7	stamdrain		90	90	enr		20	20	oskill	240	6	6		0
Milabrega's Rod 17	22	Milabrega's Regalia 17	wsp	War Scepter	7	23	17	dblu	dblu						5	2500		cast2		20	20	ac		6	6	skill	132	2	2	rep-dur	25			oskill	Attract	17	17	dex		6	6	mag%		88	88	res-all	0	11	11	dmg-demon		75	75	dmg%		200	200	res-all		10	10	res-all		20	20	ac%		210	210	light-thorns		27	27	ac/lvl	16			att		87	87	att		50	50	ac		50	50	oskill	Fire Mastery	2	2		0
Milabrega's Diadem 17	23	Milabrega's Regalia 17	crn	Crown	7	23	17	dblu	dblu						5	2500	2	red-dmg%		10	10	dmg%		160	160	light		-4	-4	att/lvl	16			openwounds		25	25	dmg		120	120	att	0	100	100	res-pois		10	10	att-skill	53	8	3	gethit-skill	Dim Vision	15	3	dmg%		165	165	pierce-fire		20	20	dmg-norm		20	20	ease		-20	-20	balance2		30	30	light		1	1	skilltab	10	3	3	regen		3	3						0
Milabrega's Robe 17	24	Milabrega's Regalia 17	aar	Ancient Armor	7	23	17	dblu	dblu						5	2500	2	noheal		1	1	ltng-min		1	1	ltng-max		12	12	oskill	Meteor	10	10	ac		40	40	hit-skill	Twister	8	13	fireskill		1	1	mana		100	100	dmg-min		10	10	att	0	120	120	dmg-fire		240	240	ltng-min		1	1	dmg/lvl	16			ltng-max		8	8	dmg%		240	240	skilltab	10	2	2	ac%		25	25	cast2		20	20	light		5	5		0
Cathan's Rule 17	25	Cathan's Traps 17	bst	Battle Staff	7	15	11	dgrn	dgrn						5	2500	2	dur		100	100	dmg%		180	180	manasteal		8	8	att-skill	Charged Bolt	20	20	skilltab	8	2	2	ease		-30	-30	dmg-to-mana	0	10	10	res-ltng		5	5	res-pois		30	30	light		-2	-2	dmg-to-mana		50	50	slow		50	50	dru		2	2	dex		15	15	mana		175	175	sock		5	5	str		15	15	str		5	5	allskills		1	1		0
Cathan's Mesh 17	26	Cathan's Traps 17	chn	Chain Mail	7	15	11	dgrn	dgrn						5	2500	2	ac		200	200	dmg-norm		30	30	res-all		40	40	oskill	Wake of Fire Sentry	2	2	openwounds		25	25	hit-skill	Life Tap	10	18	str		15	15	light		1	1	dmg-min		1	1	oskill	63	1	1	stamdrain		10	10	dmg%		210	210	res-all		70	70	ac		100	100	red-mag		10	10	swing3		40	40	att-undead		450	450	att		120	120	oskill	91	3	3		0
Cathan's Visage 17	27	Cathan's Traps 17	msk	Mask	7	15	11	dgrn	dgrn						5	2500	2	str		20	20	ac%		200	200	fire-min		1	1	fire-max		5	5	dmg-max		1	1	hit-skill	Confuse	11	18	dmg%		220	220	res-fire		40	40	red-dmg		14	14	swing3		30	30	sock		2	2	dmg-to-mana		30	30	enr		30	30	abs-cold%		25	25					gethit-skill	Blaze	5	15					dmg-mag		377	377						0
Cathan's Sigil 17	28	Cathan's Traps 17	amu	Amulet	7	15	11	dgrn	dgrn						5	2500	2	res-all-max		5	5	dex		25	25	block2		30	30	dmg-to-mana	0	10	10	res-cold		15	15	enr		15	15	fire-min		3	3	fire-max		7	7	ac		200	200	stupidity		1	1	crush		50	50	ac%		60	60	oskill	11	5	5	pal		2	2					oskill	73	8	8					dmg-pois	80	25	25						0
Cathan's Seal 17	29	Cathan's Traps 17	rin	Ring	7	15	11	dgrn	dgrn						5	2500	2	fireskill		3	3	light		3	3	swing2		33	33	aura	Concentration	20	20	mana		18	18	dmg-pois	50	31	31	cast1		10	10	oskill	Fire Wall	13	13					regen-mana		20	20	mana		120	120	dmg%		100	100					res-fire		25	25					dmg-ac		-40	-40					bar		3	3						0
Tancred's Crowbill 17	30	Tancred's Battlegear 17	mpi	Military Pick	7	27	20	dgld	dgld						5	2500	2	dur		12	12	hit-skill	121	5	4	res-cold		60	60	dmg-ltng		305	305	move2		20	20	dmg-cold	50	35	35	res-pois	0	50	50	skilltab	0	2	2	red-mag		3	3	red-mag		13	13	mana-kill		2	2	balance3		30	30	str		1	1	stam	0	10	10	gethit-skill	Bone Armor	15	10	dmg%		20	20	state	fullsetgeneric	1	1	dmg-max		5	5						0
Tancred's Spine 17	31	Tancred's Battlegear 17	ful	Full Plate Mail	7	27	20	dgld	dgld						5	2500	2	nec		2	2	aura	Thorns	15	15	hit-skill	Taunt	10	1	att	0	60	60	res-fire		9	9	str		6	6													mag%		50	50	oskill	59	5	5	att%		25	25					dmg-undead		125	125					res-pois		50	50														0
Tancred's Hobnails 17	32	Tancred's Battlegear 17	lbt	Boots	7	27	20	dgld	dgld						5	2500	2	allskills		1	1	att		350	350	oskill	Summon Fenris	15	15	res-pois		70	70	move2		20	20	att/lvl	20			manasteal	0	2	2									enr		10	10	att-undead		100	100	oskill	115	2	2	hit-skill	45	10	10	att		250	250	mag%		20	20	hp		44	44	skilltab	16	5	5	dmg-max		2	2	oskill	77	4	4		0
Tancred's Weird 17	33	Tancred's Battlegear 17	amu	Amulet	7	27	20	dgld	dgld						5	2500	2	oskill	52	10	10	ac%		200	200	heal-kill		7	7	light		5	5	res-cold	0	22	22	regen	0	5	5	att		40	40	att-demon		100	100	mana		50	50	dmg-norm		75	75	dmg-ltng		240	240	crush		75	75	move2		20	20	dmg-max		23	23	stam		40	40	regen	0	3	3	dmg-max		2	2	att	0	80	80	dex		15	15		0
Tancred's Skull 17	34	Tancred's Battlegear 17	bhm	Bone Helm	7	27	20	dgld	dgld						5	2500	2	crush		25	25	dmg-fire		6	6	ac%		100	100	ac-miss		200	200	hp		40	40	oskill	Skeleton Mastery	2	2	allskills		2	2	str		10	10	att		60	60	fireskill		2	2	ac		75	75	lifesteal		12	12	oskill	Battle Orders	2	2	stamdrain		35	35	light		2	2	move3		40	40	dmg-pois	125	308	308	allskills		1	1	hp		5	5		0
Sigon's Gage 17	35	Sigon's Complete Steel 17	hgl	Gauntlets	7	9	6	whit	whit						5	2500	2	light		1	1	res-all		40	40	oskill	47	2	2	sor		1	1	dex		1	1	enr		30	30	stamdrain		15	15	fire-min	0	3	3	fire-max	0	4	4	ac%		40	40	att		50	50	skilltab	6	3	3	hp/lvl	10			crush		40	40	dex		15	15	mag%		10	10	res-all		30	30	thorns		5	5	oskill	53	3	3		0
Sigon's Visor 17	36	Sigon's Complete Steel 17	ghm	Great Helm	7	9	6	whit	whit						5	2500	2	sor		3	3	oskill	60	2	2	deadly/lvl	3			ac		25	25	crush		35	35	res-all		7	7	res-cold		30	30	res-fire		40	40					res-pois		25	25	freeze		3	3	heal-kill		12	12	gethit-skill	76	5	1	dmg-ltng		477	477	ignore-ac		1	1	res-ltng		20	20					res-fire-max		5	5						0
Sigon's Shelter 17	37	Sigon's Complete Steel 17	gth	Gothic Plate	7	9	6	whit	whit						5	2500	2	att		100	100	regen-mana		43	43	dex		12	12	dur		15	15	res-all		50	50	hit-skill	Lightning	20	14	balance2		20	20	swing2		20	20	regen		3	3	mana		-5	-5	openwounds		25	25	enr		10	10	nec		1	1	ac%		180	180	block		20	20	att		50	50	ac%		150	150	sor	0	2	2	red-dmg		4	4		0
Sigon's Sabot 17	38	Sigon's Complete Steel 17	hbt	Greaves	7	9	6	whit	whit						5	2500	2	ease		-50	-50	lifesteal		4	4	att		250	250	manasteal		5	5	oskill	Redemption	4	4	heal-kill		7	7	res-all		20	20	regen		5	5	ac		100	100	att		35	35	red-dmg%		20	20	deadly		50	50	red-dmg		3	3	res-cold	0	50	50	ac/lvl	24			ac		22	22	regen		4	4	dex		15	15	oskill	67	6	6		0
Sigon's Wrap 17	39	Sigon's Complete Steel 17	hbl	Plated Belt	7	9	6	whit	whit						5	2500	2	ac		30	30	res-cold		37	37	regen-mana	0	12	12	nec		2	2	fire-min		9	9	fire-max		20	20	lifesteal	0	5	5									swing2		30	30	dex		15	15	ac%		120	120	res-pois		30	30	abs-fire%		20	20	hp		20	20	extra-cold		15	15	att		80	80	res-fire		30	30						0
Sigon's Guard 17	40	Sigon's Complete Steel 17	tow	Tower Shield	7	9	6	whit	whit						5	2500	2	dex		15	15	ltng-min		1	1	ltng-max		3	3	cold-min	0	1	1	cold-max	0	3	3	cold-len	0	25	25	allskills		1	1	skilltab	8	2	2	all-stats		10	10	sor		2	2	dmg%		200	200																																		0
Infernal Cranium 17	41	Infernal Tools 17	cap	Cap	7	7	5	lyel	lyel						5	2500	2	manasteal		10	10	dmg-norm		15	15	dmg%		60	60	regen-mana		16	16	aura	Holy Fire	16	16	dmg-undead		50	50	att		27	27	ignore-ac		1	1	dmg-max		7	7	str		5	5	res-pois		30	30	dmg-ltng		200	200	regen-mana		10	10	att		60	60	balance3		55	55	dmg-min		2	2	mana%		5	5	oskill	34	4	4	hp		10	10		0
Infernal Torch 17	42	Infernal Tools 17	gwn	Grim Wand	7	7	5	lyel	lyel						5	2500	2	slow		35	35	dmg-elem	33	324	324	res-all		35	35	pierce-cold		5	5	res-fire		30	30	regen-mana		20	20	skilltab	7	2	2	manasteal		5	5	mag%		50	50	att%		35	35	lifesteal		7	7	light		-4	-4	slow		25	25	dmg%		50	50	res-all		30	30	stam		150	150	hit-skill	Venom	25	15	red-mag		7	7	dex		10	10		0
Infernal Sign 17	43	Infernal Tools 17	tbl	Heavy Belt	7	7	5	lyel	lyel						5	2500	2	oskill	225	12	12	att		250	250	ac%		200	200	mana%		15	15	res-all		30	30	vit		20	20	balance3		25	25	manasteal	0	1	1	res-pois		7	7	noheal		1	1	dmg%		200	200	res-fire-max		15	15	swing2		30	30	block		20	20	ac%		200	200	fire-min		10	10	res-fire		28	28	fire-max		17	17	allskills		2	2		0
Berserker's Headgear 17	44	Berserker's Garb 17	hlm	Helm	7	5	3	dred	dred						5	2500	2	sock	3			ac%		180	180	mag%	0	20	20	skilltab	20	2	2	dmg-max		5	5	rep-dur	3			dex		15	15	red-dmg%		30	30	hp		150	150	thorns		5	5	reduce-ac		50	50	dmg-ltng		60	60	ac		25	25	death-skill	Nova	100	44	thorns		20	20	enr		15	15	dmg-max		1	1	att		15	15	red-dmg%		16	16		0
Berserker's Hauberk 17	45	Berserker's Garb 17	spl	Splint Mail	7	5	3	dred	dred						5	2500	2	res-cold		25	25	ama		2	2	ac%		220	220	lifesteal		12	12	dmg-max		6	6	res-fire		5	5	skilltab	15	3	3	str		15	15	swing1		10	10	pois-min	0	101	101	res-pois		70	70	pois-max	0	101	101	crush		33	33	pois-len	0	152	152	mana		39	39	slow		25	25	oskill	49	4	4	bar		1	1	hp		50	50		0
Berserker's Hatchet 17	46	Berserker's Garb 17	2ax	Double Axe	7	5	3	dred	dred						5	2500	2	swing2		20	20	red-mag		7	7	regen-mana		30	30	vit		15	15	ltng-min		1	1	ltng-max		16	16	fire-min		5	5	fire-max		11	11					res-all		10	10	dur		20	20	red-mag		2	2	dmg%		230	230	block		20	20	dmg-pois	125	185	185	balance2		30	30	manasteal		3	3	dmg-undead	0	34	34						0
Death's Hand 17	47	Death's Disguise 17	lgl	Leather Gloves	7	8	6	lred	lred						5	2500	2	ac		20	20	dru		2	2	dmg%		120	120	gethit-skill	48	5	7	ac%		120	120	res-all		50	50	att%		30	30	mag%		20	20	oskill	234	4	4	openwounds		25	25	red-mag		3	3	att		100	100	res-pois		30	30	oskill	Teleport	1	1	dmg%		200	200	regen-mana	0	8	8	mana		20	20	manasteal	0	6	6	mana-kill		5	5		0
Death's Guard 17	48	Death's Disguise 17	lbl	Sash	7	8	6	lred	lred						5	2500	2	res-ltng		25	25	noheal		1	1	ignore-ac		1	1	res-fire		20	20	stam		40	40	res-pois		12	12	red-dmg		1	1	enr		3	3	dmg-cold	25	1	1	red-mag		2	2	light		-1	-1	ac		15	15	att		24	24	dmg-norm		32	32	state	monsterset	1	1	regen		18	18					light		-1	-1						0
Death's Touch 17	49	Death's Disguise 17	wsd	War Sword	7	8	6	lred	lred						5	2500	2	gethit-skill	245	4	5	att	0	150	150	mana		15	15	res-cold		50	50	att-undead		350	350	swing2		35	35	cold-min		45	45	cold-max		140	140	ac		200	200	dmg-norm		50	50	dex		10	10	dmg%		220	220	dmg%		240	240	noheal		1	1	str		25	25	mana		50	50	hp		8	8					ac		175	175		0
Angelic Sickle 17	50	Angelical Raiment 17	sbr	Sabre	7	17	12	lgry	lgry						5	2500	2	cast2		30	30	oskill	118	3	3	openwounds		50	50	lifesteal		8	8	gethit-skill	54	25	1	dmg-max		3	3	dmg-fire		30	30	swing2		20	20	dex		20	20	freeze		3	3	att-skill	Charged Bolt	20	20	swing3		30	30	mana		22	22	fire-min		20	20	mag%		35	35	fire-max		75	75	stam		36	36	dur		25	25	ac		200	200		0
Angelic Mantle 17	51	Angelical Raiment 17	rng	Ring Mail	7	17	12	lgry	lgry						5	2500	2	ac%		100	100	dmg%		180	180	nofreeze		1	1	gethit-skill	76	10	2	balance2		20	20	allskills		2	2	res-all		10	10	dmg-pois	100	39	39	lifesteal		20	20	lifesteal		5	5	oskill	225	12	12	att		25	25	gethit-skill	245	4	5	oskill	Feral Rage	6	6	dmg-ltng		237	237	light		-3	-3	hit-skill	Frost Nova	25	22	res-cold		40	40	dex		1	1		0
Angelic Halo 17	52	Angelical Raiment 17	rin	Ring	3	17	12	lgry	lgry						5	2500	2	manasteal	0	2	2	skilltab	5	1	1	openwounds		25	25	red-dmg		2	2	state	monsterset	1	1	fireskill		1	1	dmg-norm		7	7	vit		10	10					ac		75	75	dmg%		100	100	regen		10	10	swing2		40	40	mag%		25	25	stam		50	50	swing2		20	20	move1		10	10	pal		2	2	dmg-pois	75	75	75		0
Angelic Wings 17	53	Angelical Raiment 17	amu	Amulet	7	17	12	lgry	lgry						5	2500	2	crush		40	40	hp		15	15	ac%		200	200	ltng-min		1	1	ltng-max		5	5	swing2		35	35	res-fire		40	40	dmg%	0	20	20	cast2		10	10	str		5	5	mana-kill		15	15	dmg%		220	220	dmg-to-mana		20	20	ac/lvl	20			regen		3	3	att		51	51	oskill	12	4	4					enr		9	9		0
Arctic Horn 17	54	Arctic Gear 17	swb	Short War Bow	7	3	2	lgld	lgld						5	2500	2	ac		320	320	mana		22	22	ac%		100	100	res-all		30	30	skilltab	8	3	3	mag%		35	35	red-mag		6	6									light		-2	-2	dmg%		180	180	allskills		1	1	swing3		40	40	lifesteal		5	5					swing2		30	30					dmg-undead		125	125						0
Arctic Furs 17	55	Arctic Gear 17	qui	Quilted Armor	7	3	2	lgld	lgld						5	2500	2	ac		20	20	dmg-max		4	4	ltng-min		1	1	ltng-max		5	5	ac%		150	150	block		10	10	res-cold		40	40	regen		5	5	dex		4	4	move2		20	20	regen-mana		30	30	half-freeze		1	1	ease		-25	-25	ltng-min		1	1	dmg%		270	270	ltng-max		20	20	gethit-skill	Terror	15	3	ac		30	30	dex		4	4		0
Arctic Binding 17	56	Arctic Gear 17	vbl	Light Belt	7	3	2	lgld	lgld						5	2500	2	stam		180	180	pierce-fire		28	28	res-pois		12	12	ltng-min	0	1	1	ltng-max	0	40	40	red-dmg		2	2	aura	Cleansing	17	17	oskill	92	4	4	att		100	100	mana-kill		2	2	ltng-min		1	1	res-cold		20	20	ltng-max		38	38	mag%		100	100	dex		5	5	ac/lvl	12			att%		20	20	oskill	244	3	3	res-fire		-30	-30		0
Arctic Mitts 17	57	Arctic Gear 17	tgl	Light Gauntlets	7	3	2	lgld	lgld						5	2500	2	dex		25	25	manasteal		15	15	red-dmg		2	2	ac		100	100	hit-skill	72	10	3	mana		20	20	hp		40	40									str		10	10	res-ltng		75	75	hp		80	80	mana		10	10	ac		321	321	ac%		100	100	res-all		35	35	ac		15	15	skilltab	20	2	2	manasteal		10	10		0
Arcanna's Sign 17	58	Arcanna's Tricks 17	amu	Amulet	1	20	15	blac	blac						5	2500	2	str		10	10	swing2		40	40	dmg-ltng		30	30	res-cold		80	80	res-all		70	70	red-dmg		8	8	dmg-max		23	23	mana	0	40	40	bar		1	1	res-pois		10	10	light		2	2	light-thorns		20	20	vit		10	10	ac%		180	180	ama		2	2	oskill	91	3	3	att		40	40	mana		100	100	res-fire		12	12		0
Arcanna's Deathwand 17	59	Arcanna's Tricks 17	wst	War Staff	7	20	15	blac	blac						5	2500	2	ac		20	20	res-pois-max		15	15	regen		15	15	all-stats		5	5	dex		10	10	res-fire		20	20	thorns	0	16	16	dmg-pois	150	171	171	mana		30	30	stupidity		1	1	dmg%		250	250	dex		15	15	str		20	20	hp%		5	5	dmg-elem		160	160	mag%	0	24	24	manasteal		5	5	att-skill	53	8	3	res-pois-len		75	75		0
Arcanna's Head 17	60	Arcanna's Tricks 17	skp	Skull Cap	7	20	15	blac	blac						5	2500	2	move2		20	20	block2		30	30	extra-pois		5	5	levelup-skill	Venom	100	23	dmg%		325	325	res-all		10	10	dex		6	6	oskill	111	6	6	dmg-pois	150	86	86	dmg%		250	250	oskill	16	2	2	move2		15	15	swing2		20	20	mana		22	22	cast2		25	25	stam		16	16	openwounds		25	25	dmg-undead		200	200	res-fire	0	40	40		0
Arcanna's Flesh 17	61	Arcanna's Tricks 17	ltp	Light Plate	7	20	15	blac	blac						5	2500	2	res-pois		50	50	light		1	1	res-fire		50	50	stam		16	16	skilltab	8	1	1	fire-min		4	4	fire-max		8	8									ac		50	50	dru		2	2	dmg-cold	100	45	45	str		35	35	ac%		25	25	all-stats		20	20	att		38	38	dex		11	11	allskills		2	2	res-all		50	50		0
Expansion																																																																																															
Natalya's Totem 17	62	Natalya's Odium 17	xh9	Grim Helm	7	22	59	dgry	dgry						5	5000		ac%		80	80	att-demon		50	50	gethit-skill	53	12	5	dmg-max		2	2	ac/lvl	16			red-mag		4	4	pois-min	0	82	82	pois-max	0	82	82	pois-len	0	125	125	manasteal		5	5	res-all		7	7	light		3	3	ltng-min		1	1	thorns		47	47	ltng-max		60	60	mana%		15	15	ac%		130	130	red-mag		1	1	allskills		1	1		0
Natalya's Mark 17	63	Natalya's Odium 17	7qr	Scissors Suwayyah	7	22	79	dgry	dgry						5	5000		oskill	37	2	2	dmg%		250	250	str		15	15	nec		2	2	swing2		60	60	red-dmg%		25	25	regen-mana	0	19	19	att		60	60	manasteal		5	5	crush		33	33	dmg-norm		35	35	dex		11	11	dmg-undead		200	200	ease		-50	-50	res-mag		-45	-45	mana	0	38	38	ac		50	50	oskill	72	5	5	ac%		200	200		0
Natalya's Shadow 17	64	Natalya's Odium 17	ucl	Loricated Mail	7	22	73	dgry	dgry						5	5000		red-mag		2	2	enr		3	3	crush		25	25	ltng-min		1	1	ltng-max		260	260	light		1	1	str		5	5	oskill	Warmth	1	1	slow		50	50	death-skill	Meteor	100	48	ac%		190	190	skilltab	20	1	1	res-ltng	0	25	25	openwounds		33	33	pierce-immunity-damage		300	300					fire-min	0	3	3					fire-max	0	4	4		0
Natalya's Soul 17	65	Natalya's Odium 17	xmb	Mesh Boots	7	22	25	dgry	dgry						5	5000		dmg%		40	40	dmg-min		5	5	oskill	118	2	2	ac		30	30	block2		35	35	ama		2	2	aura	Holy Freeze	12	12	att-undead		75	75	mana/lvl	2			freeze		2	2	dmg-min		8	8	dur		125	125	swing2		20	20	dmg-pois	50	187	187	abs-ltng%		15	15	dmg-demon		25	25	res-pois	0	16	16	red-dmg		4	4	mana-kill		5	5		0
Aldur's Stony Gaze 17	66	Aldur's Watchtower 17	dr8	Hunter's Guise	7	29	36	oran	oran						5	5000	2	res-ltng		60	60	stam		15	15	balance2		10	10	allskills		1	1	res-all		35	35	mana		15	15	sor		1	1	dmg-max		2	2	gold%		20	20	dmg-max		25	25	lifesteal		8	8	dur		50	50	sor		1	1	mana-kill		2	2	gethit-skill	38	2	0	move3		30	30	att		20	20	res-ltng		10	10						0
Aldur's Deception 17	67	Aldur's Watchtower 17	uul	Shadow Plate	7	29	76	oran	oran						5	5000	2	dmg%		200	200	balance3		30	30	ltng-min		1	1	ltng-max		10	10	aura	Conviction	12	12	dmg-ltng		250	250	oskill	44	3	3	hit-skill	72	8	3	res-ltng	0	30	30	swing2		20	20	res-pois		25	25	att		110	110	sor		1	1	mag%		25	25	skilltab	19	2	2	mana-kill		3	3	dmg-pois	100	39	39	thorns	0	12	12	light		1	1		0
Aldur's Gauntlet 17	68	Aldur's Watchtower 17	9mt	Jagged Star	7	29	42	oran	oran						5	5000	2	nec		2	2	crush		33	33	str		8	8	regen-mana		15	15	ac%		130	130	hit-skill	Amplify Damage	33	3	oskill	Whirlwind	1	1	red-dmg		7	7	ac		100	100	res-all		10	10	red-dmg%		15	15	str		25	25	ac		17	17	hp		50	50	res-cold		30	30	res-cold	0	22	22	ac%		325	325	noheal		1	1	oskill	93	1	1		0
Aldur's Advance 17	69	Aldur's Watchtower 17	xtb	Battle Boots	7	29	45	oran	oran						5	5000	2	dmg/lvl	8			skilltab	13	3	3	lifesteal		9	9	pal		2	2	swing2		40	40	att%		250	250	mag%	0	24	24	dmg%		20	20	att		38	38	fire-min		1	1	res-all		20	20	fire-max		6	6	fire-min		23	23	mana%		25	25	fire-max		54	54	mag%		25	25	red-dmg		7	7	manasteal		3	3	oskill	feral rage	2	2		0
Immortal King's Will 17	70	Immortal King 17	ba5	Avenger Guard	7	37	47	lgry	lgry						5	5000		lifesteal		3	3	ac%		20	20	swing2		20	20	deadly/lvl	3			regen-mana		33	33	mag%	0	24	24	att		300	300	sock	3			skilltab	4	1	1	enr		10	10	light		3	3	ltng-min	0	1	1	gethit-skill	93	5	10	ltng-max	0	30	30	manasteal		6	6	regen		10	10	oskill	Lightning Mastery	2	2	balance2		20	20	att-undead		250	250		0
Immortal King's Soul Cage 17	71	Immortal King 17	uar	Sacred Armor	7	37	76	lgry	lgry						5	5000	2	dmg-norm		45	45	res-fire		50	50	dmg/lvl	8			block		20	20	cast3		50	50	dmg%		250	250	move2		30	30	res-cold	0	20	20	str		1	1	regen-mana		25	25	allskills		1	1	ac/lvl	16			att-skill	36	5	3	red-dmg%		20	20	res-pois		25	25	ease		-20	-20	hit-skill	72	10	3	sock		3	3						0
Immortal King's Detail 17	72	Immortal King 17	zhb	War Belt	7	37	29	lgry	lgry						5	5000	2	regen	0	3	3	dmg-max		2	2	res-cold		15	15	dmg%		50	50	ac%		180	180	enr		10	10	cold-min		6	6	cold-max		11	11	cold-len		25	25	light-thorns		14	14	dmg-pois	200	102	102	manasteal		6	6	red-dmg%		25	25	gethit-skill	92	15	15	oskill	240	13	13	skilltab	1	2	2	ac		50	50	res-cold		11	11	res-fire		30	30		0
Immortal King's Forge 17	73	Immortal King 17	xhg	War Gauntlets	7	37	30	lgry	lgry						5	5000	2	ac		25	25	dmg-ltng		60	60	res-cold		60	60	deadly		33	33	skilltab	9	4	4	aura	Defiance	16	16	mana		75	75	gold%		50	50	ac%		50	50	mana		30	30	regen-mana		20	20	cold-min		4	4	deadly/lvl	8			cold-max		12	12	extra-cold		30	30	cold-len		150	150	att-undead		100	100	ac		50	50	abs-mag		8	8		0
