index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Azurewrath	301	100	1			1		87	85	7cr	phase blade		5	5000	lgry			invcrs				dmg-ltng		1	237	fire-min		121	170	fire-max		181	240	indestruct		1	1	res-all		20	20	att%	0	35	35	skilltab	0	3	3	res-fire		31	40	res-cold		33	33	att-skill	49	5	3	ac%		160	200						0
Seraph's Hymn	302	100	1			1		73	65	amu	amulet		5	5000	bwht	bwht		invamu2				dmg-cold	50	3	5	res-ltng		25	40	hit-skill	Frozen Orb	9	11	fireskill		3	3	dmg%		80	80	att		50	50	regen		5	5	sor	0	2	2	mag%		8	12	swing1		10	10	dex		4	6	str		1	2		0
Zakarum's Salvation	303	100				1							5	5000																																																									0
Fleshripper	304	100	1			1		76	68	7kr	fanged knife		5	5000	dred	dred		invkrsu				ignore-ac		1	1	hit-skill	121	5	7	res-cold-max		15	15	ac%		170	200	ac		320	420	swing2		60	60	pierce-ltng		45	55	oskill	69	4	4	thorns		5	5	mana		31	40	res-all		12	15	hp		21	30		0
Odium	305	100				1							5	5000	blac																																																								0
Horizon's Tornado	306	100	1			1		72	64	7fl	scourge		5	5000	dpur	dpur						cast3		20	20	hp		40	40	oskill	114	2	2	ac%		50	50	aura	Resist Fire	4	8	res-all		30	30	gethit-skill	Howl	3	1	nofreeze		1	1	dmg-mag		114	377	dmg%	2	75	75	mana-kill		2	2	move3		40	40		0
Stone Crusher	307	100	1			1		76	68	7wh	legendary mallet		5	5000	whit							lifesteal		8	8	dmg%		120	150	ltng-min		1	1	ltng-max		8	8	mana%		15	15	dmg-fire		222	333	dmg-norm		20	45	dru		2	2	mag%		50	80	att		35	35	mana		20	20	light		2	2		0
Jadetalon	308	100	1			1		74	66	7wb	wrist sword		5	5000	cgrn	cgrn						ltng-min		1	1	ltng-max		4	7	abs-cold		15	15	ama		2	2	skilltab	20	1	1	sock		1	2	swing1		10	10	oskill	72	18	6	mana		50	50	gethit-skill	53	12	5	move3		30	30	regen		10	10		0
Shadowdancer	309	100	1			1		79	71	uhb	myrmidon greaves		5	5000	blac	blac						swing3		30	30	res-all		30	30	res-pois	0	22	22	att-undead		76	175	mag%		100	100	dmg%		280	320	skilltab	10	1	1	hp		40	40	red-dmg		3	3	ac		160	160	fire-min		51	80	fire-max		91	130		0
Cerebus	310	100	1			1		71	63	drb	blood spirit		5	5000	bwht	bwht						deadly		20	20	res-ltng		25	25	hp/lvl	8			ac		100	100	slow		20	20	oskill	Hydra	10	10	lifesteal		8	8	dur		50	50	half-freeze		1	1	dmg-fire		20	30	red-dmg		7	7	att		10	10		0
Tyrael's Might	311	100	1			1		87	84	uar	sacred armor		5	5000	dblu	dblu		invaaru				res-pois		25	25	dmg-fire		222	333	mana		100	150	res-pois-len		75	75	swing2		30	30	res-pois-max		5	5	red-dmg%		8	8	att	0	41	60	ac		8	12	res-ltng		21	30	str		6	9	oskill	245	5	5		0
Souldrain	312	100	1			1		82	74	umg	vambraces		5	5000	dred	dred						att		60	60	allskills		1	1	res-ltng		20	20	ac		15	15	str		30	30	deadly		33	33	balance2		20	20	mana		30	30	dmg-to-mana		15	15	res-fire	0	11	20	ass		2	2	hp		50	50		0
Runemaster	313	100	1			1		80	72	72a	ettin axe		5	5000	lblu	lblu						att		100	150	bloody		3	5	regen		10	10	noheal		1	1	dmg%		200	250	ac		120	120	att-demon		25	50	sor		2	2	dru		2	2	red-mag		1	1	swing2		20	20	mag%	0	80	80		0
Deathcleaver	314	100	1			1		78	70	7wa	berserker axe		5	5000	dred							thorns		2	2	vit		10	10	ignore-ac		1	1	dmg%		200	200	swing2		20	20	allskills		1	1	cast2		30	30	str		10	15	dmg-undead		250	250	res-ltng		31	31	gold%		80	120	balance3		12	12		0
Executioner's Justice	315	100	1			1		83	75	7gi	glorious axe		5	5000	blac	blac						cold-min		2	2	cold-max		4	5	cold-len		25	25	move2		25	25	dmg-min		5	10	res-cold		15	25	hp		15	15	gethit-skill	245	4	5	res-fire-max		15	15	pierce-pois		3	5	dmg%		220	270	ease		-20	-20		0
Stoneraven	316	100	1			1		72	64	amd	matriarchal spear		5	5000	dgry							red-mag		3	3	deadly/lvl	8			res-cold		50	50	att		150	250	ac%		150	200	res-pois		30	50	ac		50	120	slow		25	25	vit		15	15	mana	0	38	38	regen-stam	0	50	50	oskill	47	4	4		0
Leviathan	317	100	1			1		73	65	uld	kraken shell		5	5000	cgrn	cgrn						oskill	Cyclone Armor	30	21	red-mag		4	6	gold%		37	37	cast3		30	30	nofreeze		1	1	dmg-to-mana		20	20	enr		5	5	death-skill	Blizzard	100	37	mana	0	20	20	fire-min		2	2	fire-max		6	11	red-dmg		3	3		0
Larzuk's Champion	318	100				1							5	5000	lgry		flphmr	invhfh																																																					0
Wisp	319	100	1			1		84	76	rin	ring		5	5000	bwht	bwht						swing2		30	30	dmg-elem		50	200	gethit-skill	240	7	1	hp		40	40	dmg%		200	200	regen		10	10	mag%	0	20	20	ac		8	12	att		101	120	res-pois		6	7	skilltab	17	1	1	fade		1	1		0
Gargoyle's Bite	320	100	1			1		78	70	7ts	winged harpoon		5	5000	cgrn	cgrn						dex		15	15	lifesteal		5	5	mag%		25	40	dmg%		160	190	vit		12	12	death-skill	Meteor	100	31	gethit-skill	Bone Armor	15	10	res-all		30	40	swing2		40	40	reduce-ac		50	50	skilltab	2	1	1	manasteal	0	5	5		0
Lacerator	321	100	1			1		76	68	7b8	winged axe		5	5000	blac	blac						swing1		10	10	ac		30	30	cast2		20	20	res-fire		45	45	openwounds		40	40	block		30	30	thorns		47	47	oskill	59	2	2	ac%		150	200	str		5	5	dmg-pois	125	154	154	hp		50	50		0
Mang Song's Lesson	322	100	1			1		86	82	6ws	archon staff		5	5000	dgld	dgld		inv8wsu				dmg%		160	160	deadly		30	30	oskill	Revive	30	5	dmg-pois	75	52	52	swing2		30	30	red-mag		15	15	red-dmg		7	7	lifesteal		7	10	dmg-max		1	3	ltng-min		1	1	ltng-max		181	260	res-ltng		10	11		0
Viperfork	323	100	1			1		79	71	7br	war fork		5	5000	dgrn	dgrn						regen-mana		20	20	nec		2	2	oskill	151	1	3	str		10	10	swing2		30	30	regen		16	16	red-mag		10	10	manasteal		5	5	res-all		12	15	skilltab	10	1	1	red-dmg		4	4	dex		7	9		0
Ethereal Edge	324	100	1			1		82	74	7ba	silver-edged axe		5	5000	whit	whit						ac%		140	180	slow		20	20	thorns		8	8	cold-min		1	2	cold-max		3	5	cold-len		50	250	swing2		20	20	str		10	10	res-fire		15	15	regen-stam		30	30	oskill	110	3	5	hp		31	40		0
Demonhorn's Edge	325	100	1			1		69	61	bad	destroyer helm		5	5000	dgry	dgry						dmg-fire		222	333	skilltab	11	1	2	oskill	55	6	6	hp		11	20	gethit-skill	76	5	1	fire-min		4	10	fire-max		11	30	ac		10	10	dmg-norm		25	50	balance1		7	7	light		3	3	att-demon		25	50		0
The Reaper's Toll	326	100	1			1		83	75	7s8	thresher		5	5000				invscy				res-cold		50	50	dmg-min		8	8	att%		50	50	dmg-pois	250	500	500	cast3		50	50	dex		12	12	dmg%		180	220	res-all		15	15	lifesteal	0	4	4	enr		10	10	swing1		15	15	oskill	56	2	2		0
Spiritkeeper	327	100	1			1		75	67	drd	earth spirit		5	5000								att		21	40	ac%		75	100	thorns		1	3	dmg-ltng		1	200	cold-min		8	13	cold-max		16	25	move3		30	30	openwounds		33	33	red-dmg%		15	20	ac/lvl	8			block		20	20	res-all		50	50		0
Hellrack	328	100	1			1		84	76	6hx	colossus crossbow		5	5000	cred			invhxbu				stupidity		1	1	mana%		25	25	cast1		20	20	block2		10	10	dmg%		150	250	skilltab	2	2	2	hit-skill	Venom	25	15	swing2		40	40	manasteal		10	10	dmg-max		2	2	oskill	126	10	10	lifesteal		5	5		0
Alma Negra	329	100	1			1		85	77	pac	sacred rondache		5	5000	blac	blac						block2		35	35	ltng-min		1	1	ltng-max		10	26	dmg-max		1	2	dur		45	45	str		3	4	res-ltng	0	21	30	sor		1	1	ac-hth		50	50	light		-2	-2	res-all		10	20	balance2		20	20		0
Darkforge Spawn	330	100	1			1		72	64	nef	bloodlord skull		5	5000	cred	cred						swing2		30	30	gethit-skill	59	5	0	light		-2	-2	vit		12	12	enr		20	20	att-demon		200	300	dmg%		240	290	extra-fire		3	5	oskill	72	18	6	res-all		5	5	skilltab	0	3	3	move3		30	30		0
Widowmaker	331	100	1			1		73	65	6sw	ward bow		5	5000	dred	dred		invswbu				skilltab	12	2	2	move2		10	10	dmg-max		15	20	ac%		10	20	res-cold		31	40	dmg-mag		101	187	enr		11	15	red-dmg		4	7	oskill	233	1	1	mana-kill		2	5	fire-min	0	10	10	fire-max	0	16	16		0
Bloodraven's Charge	332	100	1			1		79	71	amb	matriarchal bow		5	5000	dgld	dgld		invswbu				red-dmg		3	3	oskill	27	3	3	regen		12	12	dmg-norm		25	50	balance2		30	30	stupidity		10	10	dmg-max		17	23	hit-skill	72	10	3	att		81	100	skilltab	2	3	3	hp		11	20	res-pois-len		25	25		0
Ghostflame	333	100	1			1		70	62	7bl	legend spike		5	5000	cblu	cblu						cast2		30	30	dmg%		130	160	res-pois		20	20	str		10	10	oskill	Bone Armor	4	5	dmg-mag		216	471	fireskill		3	3	mana		100	150	dex	0	8	8	res-cold		16	20	dmg-max		6	9	fire-max	0	24	24		0
Shadowkiller	334	100	1			1		85	78	7cs	battle cestus		5	5000				invaxfu				mag%		30	30	dmg-und/lvl	20			gethit-skill	71	6	3	dmg-elem	33	63	324	ac%		90	120	swing2		10	10	dmg		60	120	dmg%		300	350	hp		15	15	skilltab	4	3	3	dmg-max		15	20	oskill	81	3	3		0
Gimmershred	335	100	1			1		78	70	7ta	flying axe		5	5000	lgrn							noheal		1	1	oskill	17	3	3	block		20	20	att		50	50	swing2		30	30	fire-min	0	10	10	fire-max	0	16	16	aura	Fanaticism	12	15	hp%		12	12	abs-mag		9	11	res-fire-max		5	5	res-fire	0	12	12		0
Griffon's Eye	336	100	1			1		84	76	ci3	diadem		5	5000								mana		30	30	str		20	20	regen		5	5	ac%		130	160	dur		30	30	reanimate	1	10	10	vit		22	22	lifesteal		10	10	att-demon		300	300	dmg-fire		25	35	light		1	1	ac		6	9		0
Windhammer	337	100	1			1		76	68	7m7	ogre maul		5	5000	cblu	cblu		invmau				att		60	60	light		2	2	oskill	51	20	10	hp/lvl	8			enr		15	15	ac%		140	200	str		30	30	allskills		1	1	dmg%	0	81	100	mana		8	13	att-skill	36	5	3	mag%		50	50		0
Thunderstroke	338	100	1			1		77	69	amf	matriarchal javelin		5	5000	dblu	dblu						slow		50	50	mag%		30	60	ac/lvl	16			res-pois		40	70	lifesteal		9	13	res-all		20	30	gold%		50	50	cast2		10	10	dmg-cold	50	25	35	light		3	3	nofreeze		1	1	allskills		1	1		0
Giantmaimer	339	100				1							5	5000	cred	cred																																																							0
Demon's Arch	340	100	1			1		76	68	7s7	balrog spear		5	5000	cred	cred						openwounds		30	30	att%		50	50	enr		5	5	dmg%		200	280	skilltab	2	2	4	levelup-skill	Venom	100	23	ac		150	220	hit-skill	Tornado	20	16	dmg-to-mana		37	37	res-ltng		35	35	res-cold		35	35	ac%		21	30		0
Boneflame	341	100	1			1		80	72	nee	succubae skull		3	5000	dred	dred						dmg-pois	150	192	192	oskill	54	3	3	res-pois		75	75	red-mag		4	4	freeze		2	2	dmg-ltng		7	477	mana		100	100	dmg%		10	20	swing2		20	20	dmg-min		2	3	str		16	20	nofreeze		1	1		0
Steelpillar	342	100	1			1		77	69	7p7	war pike		3	5000								reduce-ac		50	50	regen-mana		25	25	att		25	25	red-mag		10	15	ac		100	200	allskills		1	1	dmg%		180	230	aura	Concentration	16	20	abs-fire%		10	15	mag%		88	88	att-demon		51	100	res-all		50	50		0
Nightwing's Veil	343	100	1			1		75	67	uhm	spired helm		3	5000	cblu	cblu						swing2		20	20	abs-fire%		15	15	light		3	3	fire-min	0	10	10	fire-max	0	16	16	regen		10	10	res-fire		50	50	ac		1	1	red-mag		10	10	death-skill	Meteor	100	31	gold%		5	10	regen-mana		20	20		0
Crown of Ages	344	100	1			1		86	82	urn	corona		3	5000	dgld	dgld						block2		20	20	deadly		50	50	regen		6	9	allskills		2	2	death-skill	Meteor	100	31	dmg-demon		25	40	dmg-max		1	5	swing2		20	20	move3		7	7	fire-min		1	1	fire-max		2	2	sock		1	2		0
Andariel's Visage	345	100	1			1		85	83	usk	demonhead		3	5000	dred	dred						dmg-min		1	1	mana		15	15	dmg%		140	170	dmg-to-mana		30	30	oskill	26	3	5	skilltab	11	1	2	abs-ltng		3	9	dmg-max		11	15	res-ltng		21	25	dex		1	1	str		11	15	gold%		5	10		0
Darkfear	346	100				1				ulm	armet		5	5000	blac			invhlmu																																																					0
Dragonscale	347	100	1			1		84	80	pae	zakarum shield		3	5000	dgrn	dgrn						dmg%		250	250	pal	0	2	2	gethit-skill	38	25	3	cold-min		8	10	cold-max		15	20	mana/lvl	10			dmg-ltng		1	120	red-mag		2	2	oskill	225	6	6	res-all		30	30	allskills		1	1	cast2		45	45		0
Steel Carapice	348	100	1			1		74	66	uul	shadow plate		3	5000	dgry	dgry						res-cold-max		15	15	mag%		25	40	ignore-ac		1	1	allskills		2	4	dmg%		240	290	skilltab	12	2	2	ac		350	350	res-fire		35	35	thorns		2	6	balance1		10	10	dmg-max	0	5	5	manasteal		7	7		0
Medusa's Gaze	349	100	1			1		84	76	uow	aegis		3	5000	lred	lred		invtowu				oskill	42	3	3	res-pois		30	30	dmg-norm		12	45	light-thorns		25	25	demon-heal		5	10	crush		33	33	mana		100	150	ac		300	300	dmg-to-mana		12	12	skilltab	13	2	2	res-fire		3	5	gold%		31	40		0
Ravenlore	350	100	1			1		82	74	dre	sky spirit		3	5000	dgld	dgld						str		15	15	mana		20	20	dmg-pois	200	384	384	lifesteal		7	7	att%		200	200	skilltab	17	3	3	oskill	Bone Armor	4	5	regen-mana		15	30	gold%/lvl	15			gethit-skill	Cyclone Armor	5	15	dmg%		31	40	res-cold		16	20		0
Boneshade	351	100	1			1		84	79	7bw	lich wand		3	5000	dgry	dgry		invbwnu				swing2		20	20	light-thorns		7	7	ac/lvl	40			oskill	59	2	2	dmg%		200	250	slow		20	20	att-skill	Glacial Spike	25	18	indestruct		1	1	dmg-fire		120	120	half-freeze		1	1	res-fire		26	30	mana		11	15		0
Nethercrow	352	100				1							3	5000	cblu	cblu																																																							0
Flamebellow	353	100	1			1		79	71	7gs	balrog blade		3	5000	cred	cred		invgisu				att		60	60	dur		15	15	balance2		20	20	dmg-pois	100	102	102	mana-kill		5	5	block		30	30	dmg-cold	100	176	397	dmg%		350	400	light		-1	-1	oskill	13	3	3	res-ltng		16	20	dmg-max		7	8		0
Fathom	354	100	1			1		81	73	obf	dimensional shard		3	5000	lblu							dmg-min		15	15	light		3	3	dex		5	15	oskill	Spirit of Barbs	11	7	hp	0	24	24	red-dmg		7	7	mana-kill	0	1	1	res-ltng		10	11	mana		16	20	swing2		20	20	regen		3	5	res-all		50	50		0
Wolfhowl	355	100	1			1		85	79	bac	fury visor		3	5000	cred	cred						att/lvl	10			mana		36	36	ac%		70	120	att%		60	120	lifesteal		8	8	mana/lvl	5			gethit-skill	Weaken	24	10	dmg%		300	350	thorns		3	3	dmg-ltng		3	32	skilltab	4	2	2	dmg/lvl	6				0
Spirit Ward	356	100	1			1		76	68	uts	ward		3	5000	dblu	dblu		invgtsu				light		4	4	dmg-pois	150	192	192	red-mag		7	11	ac%		150	180	att-skill	53	5	0	skilltab	9	2	2	hit-skill	Tornado	20	18	abs-ltng%		10	15	cast2		10	10	mana		50	50	res-all		6	8	sor		1	1		0
Kira's Guardian	357	100	1			1		85	77	ci2	tiara		3	5000	blac	blac						noheal		1	1	dmg-demon		100	150	mana-kill		1	1	mag%		4	6	dmg-min		2	2	ac%		160	200	hit-skill	197	5	10	manasteal		4	7	oskill	31	2	2	slow		20	20										0
Ormus' Robes	358	100	1			1		83	75	uui	dusk shroud		3	5000	blac	blac						hit-skill	87	5	1	att-skill	36	5	3	cold-min	0	3	3	cold-max	0	5	5	cold-len	0	35	35	light		1	1	swing2		20	20	hp%		27	27	oskill	68	3	3	ac		40	40	ignore-ac		1	1	res-cold		15	15		0
Gheed's Fortune	359	100	1			1		70	62	cm3	charm		3	5000	lgld							ac-miss		100	100	dmg-to-mana	0	10	10	mag%		100	100	red-dmg		5	5	block		20	30	ac		200	200	swing2		20	20	ac%		150	180	dmg%		150	180	ltng-min		1	1	ltng-max		6	13	light		-3	-3		0
Stormlash	360	100	1			1		86	82	7fl	scourge		3	5000	dgry	dgry						dmg%		50	50	balance2		30	30	cast2		20	20	ac%		170	190	pierce-ltng		3	5	allskills		1	1	ac		33	40	res-fire		13	15	res-pois		10	11	skilltab	18	3	3	dmg-max		7	8	oskill	59	2	2		0
Halaberd's Reign	361	100	1			1		85	77	bae	conqueror crown		3	5000								dmg-fire		5	9	dmg-ltng		1	6	ac-miss		100	100	swing2		10	10	red-mag		3	3	hit-skill	Decrepify	30	1	dmg%		50	50	regen		5	5	light	0	1	1	att		13	24	dmg-max		15	20	dex		1	1		0
Warriv's Warder	362	100				1							3	5000																																																									0
Spike Thorn	363	100	1			1		78	70	upk	blade barrier		5	5000	dyel	dyel		invspku				light		3	3	hit-skill	Static Field	15	10	dex		10	10	gold%		21	30	ac/lvl	10			balance2		20	20	regen	0	3	3	mana		89	112	ac		400	400	swing2		30	30	res-cold-max		5	5						0
Dracul's Grasp	364	100	1			1		84	76	uvg	vampirebone gloves		5	5000	dred	dred						vit		10	10	regen-mana		20	20	pierce-cold		20	20	str		5	6	res-all		50	50	ac%		101	200	heal-kill		10	14	ac		15	15	dmg-pois	150	349	349	res-pois		25	26										0
Frostwind	365	100	1			1		78	70	7ls	cryptic sword		5	5000	cblu	cblu		invlsdu				dmg-cold/lvl	12			fire-min		51	80	fire-max		91	130	dmg%		31	40	ac%		150	200	mana		6	10	att%		100	100	res-fire		13	15	dmg-cold	150	237	486	ac		120	120	indestruct		1	1	res-cold		10	10		0
Templar's Might	366	100	1			1		82	74	uar	sacred armor		5	5000	cgrn	cgrn		invaaru				red-mag		2	2	ac%		30	60	ac		12	12	allskills		1	1	hit-skill	225	4	12	dmg-mag		160	250	oskill	Clay Golem	16	16	block		30	30	mag%		25	25	res-all		16	20	res-pois-len		75	75	hp%		27	27		0
Eschuta's temper	367	100	1			1		80	72	obc	eldritch orb		5	5000	cred							dmg-mag		5	10	skilltab	0	2	2	red-dmg%		15	25	gethit-skill	Iron Maiden	8	6	swing2		40	40	res-pois-len		75	75	extra-cold		20	20	att		100	100	res-ltng	0	31	50	ac		13	18	oskill	234	7	7	str		10	10		0
Firelizard's Talons	368	100	1			1		75	67	7lw	feral claws		5	5000								dex		10	10	ease		-10	-10	gold%/lvl	20			pal		1	2	freeze		2	2	hit-skill	Charged Bolt	11	9	balance2		20	20	manasteal		4	8	mana	0	31	40	res-cold	0	21	30	att		21	48	lifesteal		3	4		0
Sandstorm Trek	369	100	1			1		72	64	uvb	scarabshell boots		5	5000								att		50	50	block		25	25	hit-skill	48	5	8	res-fire		30	30	abs-fire%		15	15	att-undead		150	250	dmg-dem/lvl	8			res-pois		50	50	ac		50	50	regen-mana		15	15	oskill	67	6	6	hp%		12	12		0
Marrowwalk	370	100	1			1		74	66	umb	boneweave boots		5	5000	dgry							sor		3	3	manasteal		5	5	move2		20	20	dmg%		10	20	dmg-demon		320	380	aura	Concentration	8	12	mag%		50	50	red-mag	0	1	1	att	0	101	120	res-ltng		11	12	nofreeze		1	1	ac		150	150		0
Heaven's Light	371	100	1			1		69	61	7sc	mighty scepter		5	5000	cblu	cblu						dmg-norm		30	50	nofreeze		1	1	dur		20	20	reduce-ac		33	33	dmg-mag		250	500	dmg%		280	320	sock		2	2	manasteal		4	8	ac		150	150	noheal		1	1	res-ltng	0	12	12	stam		21	30		0
Merman's Speed	372	100																																																																					0
Arachnid Mesh	373	100	1			1		87	80	ulc	spiderweb sash		5	5000	blac	blac						mana		30	30	dmg%		150	180	slow		30	30	dex		20	20	nofreeze		1	1	balance2		10	10	oskill	264	9	13	aura	Redemption	10	15	red-mag		5	12	nec	0	2	2	ac		4	6	mag%		5	15		0
Nosferatu's Coil	374	100	1			1		68	51	uvc	vampirefang belt		5	5000								oskill	118	3	3	lifesteal		9	9	cast3		20	20	stam		20	20	pierce-fire		10	20	levelup-skill	Blaze	100	29	ac		261	261	dmg-demon		200	200	red-mag		10	10	mana		34	39	red-dmg		10	25	dmg-fire		15	20		0
Metalgrid	375	100	1			1		85	81	amu	amulet		5	5000								str		10	10	dmg/lvl	4			oskill	47	7	7	res-all		16	20	fire-min		10	10	fire-max		10	20	aura	Holy Freeze	18	18	ltng-min		1	1	ltng-max		9	9	swing2		25	25	dmg%		180	230	ac		150	150		0
Verdugo's Hearty Cord	376	100	1			1		71	63	umc	mithril coil		5	5000	blac	blac						dmg-cold	150	10	30	light		3	3	res-fire-max		15	15	dmg-min		5	10	mana/lvl	16			att%		40	75	lifesteal		8	10	sor		2	2	gold%/lvl	15			thorns		20	20	hp		31	40	dmg-max		9	10		0
Sigurd's Staunch	377	100				1							5	5000																																																									0
Carrion Wind	378	100	1			1		68	60	rin	ring		3	5000								mana		20	20	light		-2	-2	ac-hth		200	200	dmg%		150	180	ac%		120	150	openwounds		33	33	dmg-ac		-50	-50	str		20	20	res-pois		26	30	gold%		21	30	hp		11	15	lifesteal		4	5		0
Giantskull	379	100	1			1		73	65	uh9	bone visage		3	5000	lgry	lgry		invbhm				openwounds		15	15	light		-1	-1	oskill	238	5	5	dmg-norm		15	27	swing2		30	30	block2		30	30	ac%		130	180	dmg%		255	325	regen		30	30	dmg-pois	125	154	154	dmg-min		3	3	red-dmg		3	3		0
Ironward	380	100	1			1		68	60	7ws	caduceus		3	5000	blac	blac						ac%		100	100	ac		320	420	swing2		45	45	allskills		1	2	indestruct		1	1	hit-skill	92	5	4	mag%		3	7	stam		100	100	res-all		20	40	enr		10	10	fire-min		1	1	fire-max		2	3		0
Annihilus	381	100	1			1		110	70	cm1	charm		3	5000			flpmss	invmss	item_gem	12	item_gem	res-pois-len		50	50	mag%		20	20	manasteal		5	8	aura	Thorns	15	21	str		10	10	hit-skill	Tornado	10	9	red-dmg%		10	15	dmg-cold	100	50	50	dmg%	0	81	100	light		2	2	res-fire		26	30	res-cold		5	5		0
Arioc's Needle	382	100	1			1		85	81	7sr	hyperion spear		3	5000								res-fire		50	50	att		50	50	dur		20	20	dex		15	15	hp/lvl	10			res-pois-len		75	75	ac%		50	50	ass		1	1	ignore-ac		1	1	dmg-max		11	15	oskill	126	6	6	mag%/lvl	12				0
Cranebeak	383	100	1			1		71	63	7mp	war spike		3	5000	dgry			invmpiu				ltng-min		1	1	ltng-max		9	16	res-ltng		40	40	skilltab	2	3	3	dmg-cold	50	25	35	att		118	132	res-pois		25	25	mag%		100	100	res-cold		10	30	dmg%		170	220	dmg-max		1	2	hit-skill	66	6	1		0
Nord's Tenderizer	384	100	1			1		76	68	7cl	truncheon		3	5000				invclbu				res-ltng		50	50	dmg%		100	130	red-mag		12	15	ac		170	210	indestruct		1	1	regen		20	20	mag%		1	1	skilltab	4	3	3	swing1		10	10	hp		1	5	dmg-max		6	9	str		5	6		0
Earthshifter	385	100	1			1		77	69	7gm	thunder maul		3	5000								dmg-min		1	1	mana		10	10	ac%		20	30	str		15	20	demon-heal		15	15	light		2	2	swing2		30	30	dmg-demon		280	330	enr		10	10	att		43	57	oskill	150	2	2	dmg-max	0	5	5		0
Wraithflight	386	100	1			1		84	76	7gl	ghost glaive		3	5000	dblu	dblu						att		35	35	ease		-50	-50	dmg-norm		25	50	rep-quant	30			dmg-to-mana		10	10	hit-skill	Life Tap	10	18	cast2		25	25	regen-mana		20	20	stam		8	16	skilltab	9	1	1	res-fire-max	0	10	10	thorns		5	5		0
Bonehew	387	100	1			1		72	64	7o7	ogre axe		3	5000	bwht	bwht						ac		30	30	dmg-pois	250	256	256	regen-mana		25	25	gethit-skill	88	10	2	oskill	Feral Rage	3	6	ac%		70	70	gold%		37	37	cast2		10	10	hp		40	40	manasteal	0	1	1	dmg-cold	25	1	1	att		200	200		0
Ondal's Wisdom	388	100	1			1		74	66	6cs	elder staff		3	5000				invcstu				slow		50	50	noheal		1	1	mana		30	30	res-pois		50	50	res-cold		20	20	red-mag		10	10	ac%		120	150	mana-kill		10	15	light		2	2	sor		1	1	lifesteal		8	10	swing2		30	30		0
The Reedeemer	389	100	1			1		80	72	7sc	mighty scepter		3	5000								light		2	2	manasteal		5	6	res-fire		15	20	skilltab	20	1	1	pois-min		32	32	pois-max		72	72	pois-len		100	100	res-all		5	5	dmg%		60	100	thorns		5	5	gethit-skill	48	14	5	str		20	20		0
Headhunter's Glory	390	100	1			1		83	75	ush	troll nest		3	5000				invbshu				noheal		1	1	regen		15	25	dmg%		200	200	balance2		25	25	ac%		220	260	swing2		20	20	red-dmg%		8	8	skilltab	20	1	1	cast1		10	10	thorns		1	3	dmg-min		10	13	sor		3	3		0
Steelrend	391	100	1			1		78	70	uhg	ogre gauntlets		3	5000								dmg/lvl	6			mana		53	59	enr		1	1	lifesteal		20	20	slow		75	75	fire-min		10	10	fire-max		10	20	sor		2	2	hit-skill	87	5	1	res-pois	0	40	40	hp		61	80	allskills		1	1		0
Rainbow Facet	392	100	1			1		85	49	jew	jewel		3	5000								ac		10	10	gold%		100	100	mana/lvl	10			att%		25	25	cast1		20	20	swing2		30	30	gethit-skill	Venom	20	18	openwounds		33	33	mag%	0	24	24	skilltab	2	2	2	lifesteal		4	7	str		16	20		0
Rainbow Facet	393	100	1			1		85	49	jew	jewel		3	5000								block		20	30	dmg%/lvl	24			dmg-max		15	15	freeze		2	2	gold%		21	30	dmg%	0	81	100	manasteal		4	5	ac%		10	20	swing2		15	15	fire-min		2	3	fire-max		4	10	att%		20	20		0
Rainbow Facet	394	100	1			1		85	49	jew	jewel		3	5000								mana		10	10	dmg-max		20	20	nec		1	1	noheal		1	1	oskill	Lightning Bolt	3	3	skilltab	2	2	4	dmg-demon		280	330	dmg%		370	370	nofreeze		1	1	res-fire		38	45	att		121	150	res-ltng	0	25	25		0
Rainbow Facet	395	100	1			1		85	49	jew	jewel		3	5000								oskill	69	3	3	regen		-5	-5	res-all		30	30	ac		400	400	ltng-min		1	1	ltng-max		45	79	stam		100	120	aura	Defiance	13	16	dmg-max		6	9	sor		1	1	mana-kill		2	2	all-stats		5	10		0
Rainbow Facet	396	100	1			1		85	49	jew	jewel		3	5000								dmg%		100	150	str		8	8	mana%		25	25	openwounds		25	25	swing3		30	30	ac-miss		100	100	light-thorns		30	30	ac		120	120	crush		35	40	res-ltng	0	31	50	att		25	36	cold-len	0	100	100		0
